,name,protein,protein_akg_pct,portion_for_protein
1161,"bok choy, shallots, beef, vinegar, jalapenos, bell peppers, spinach (raw), pepper, onions, olive oil, tomatoes, garlic, fried rice, chicken, cheese pizza, salt, spinach (cooked), millet",14.14913391959799,0.2358188986599665,4.240542236786232
1162,"bok choy, spinach (cooked), salt, onions, olive oil, vinegar, mushroom, beef, shallots, millet",12.95368274509804,0.2158947124183007,4.63188740844416
1163,"bok choy, vinegar, salt, onions, kale, olive oil, quinoa, shallots, spinach (cooked), chard, green beans, beef, millet",5.3873221354166665,0.08978870225694444,11.137258640161022
1164,broccoli,2.4,0.04,25.0
1165,"broccoli, almonds, cauliflower",10.817532792207793,0.1802922132034632,5.546551247177164
1166,"broccoli, berries, olive oil",1.3489503875968991,0.02248250645994832,44.47902647249139
1167,"broccoli, berries, yam, sweet potato, olive oil, scrambled eggs",4.896876758409785,0.08161461264016309,12.252707789093805
1168,"broccoli, brown rice, vinegar, pork, olive oil, lemon juice, salt, croutons, white rice, cherry tomatoes, pepper, onions, parsley, shallots, garlic, basil",14.596169836065572,0.24326949726775954,4.110667433571952
1169,"broccoli, caesar salad",3.094949494949495,0.051582491582491584,19.386422976501304
1170,"broccoli, caesar salad, squash, zucchini",2.3333335227272727,0.038888892045454544,25.71428362708737
1171,"broccoli, cantaloupe, sausage, pineapple, egg whites, hash browns",6.592295911949686,0.10987159853249476,9.101533183794063
1172,"broccoli, carrot, salt, lime, olive oil, parsley, zucchini, corn, pepper, quinoa, cilantro, hominy, garlic, sour cream, jalapenos, spinach (raw), black beans, arugula, cheese, tortilla chips, chicken thighs, squash, tomatillo, cheese pizza, fish, cherry tomatoes, chili, bell peppers, lemon juice, cabbage, onions, tomatoes",9.34710564516129,0.1557850940860215,6.419099374474296
1173,"broccoli, cauliflower, garlic, olive oil, vinegar, green beans, spinach (raw), ginger, salt, soy sauce, green onions, roasted potatoes, white rice, chicken",7.861187323943662,0.13101978873239437,7.63243483808757
1174,"broccoli, cheese pizza",9.237410791366909,0.1539568465227818,6.495326596937179
1175,"broccoli, cheese pizza, salt, carrot, olive oil, onions, pineapple, beef, pepper, cilantro, soy sauce, lemon juice, kale, orange juice, vinegar, caesar salad, chicken thighs, chili, white rice, green onions, garlic",6.976233333333333,0.11627055555555556,8.600629757223334
1176,"broccoli, cheese pizza, tofu",8.78181909090909,0.14636365151515152,6.832297429368796
1177,"broccoli, chicken, mixed greens",23.75123199105145,0.3958538665175242,2.526184747915632
1178,"broccoli, chili, lemon juice, garlic, olive oil, orange juice, onions, brown rice, arugula, vinegar, cauliflower, white rice, green onions, salt, soy sauce, thyme, basil, kale, parsley, chicken thighs, roasted potatoes, radishes, cheese pizza, beef",11.019368452380952,0.18365614087301588,5.44495814431505
1179,"broccoli, cucumbers, onions, squash, radishes, zucchini",1.1534525,0.019224208333333333,52.0177467212564
1180,"broccoli, egg whites",6.5783549783549775,0.10963924963924962,9.120821268754936
1181,"broccoli, garlic, pepper, arugula, vinegar, chard, blueberries, bulgur, olive oil, pecans, mustard, tofu, salt, carrot",5.8090235915492965,0.09681705985915494,10.328758190496123
1182,"broccoli, greek yogurt, chia seeds, milk, olive oil",6.101240639269406,0.10168734398782343,9.834065487242396
1183,"broccoli, hominy, olive oil, bell peppers, garlic, parsley, caesar salad, jalapenos, cabbage, wheat berry, tomatoes, chili, lime, salt, cheese pizza, lemon juice, chicken thighs",9.327938851351352,0.15546564752252254,6.432289164428615
1184,"broccoli, hominy, parsley, salt, chicken thighs, olive oil, chili, jalapenos, wheat berry, cabbage, garlic, tomatoes, lemon juice, caesar salad, lime, bell peppers",9.009762450592886,0.15016270750988142,6.65944305735294
1185,"broccoli, mandarin oranges",1.4023529411764706,0.023372549019607843,42.785234899328856
1186,"broccoli, mixed greens",2.342485720488249,0.03904142867480415,25.613816756797167
1187,"broccoli, mixed greens, avocado, olive oil, chicken",17.698371172638435,0.29497285287730723,3.3901424834370975
1188,"broccoli, mixed greens, chicken, avocado",18.99790192307692,0.31663169871794866,3.1582434861987294
1189,"broccoli, olive oil",2.3414629639982465,0.03902438273330411,25.62500493176493
1190,"broccoli, olive oil, berries",1.19782131147541,0.019963688524590167,50.09094380370919
1191,"broccoli, olive oil, egg whites",6.27311871657754,0.10455197860962566,9.564620519844798
1192,"broccoli, olive oil, scrambled eggs",8.199916666666667,0.1366652777777778,7.317147531987113
1193,"broccoli, parmesan cheese, chicken, olives, mixed greens",13.514755737704917,0.2252459289617486,4.439591892334803
1194,"broccoli, pears",0.6746781115879829,0.011244635193133047,88.93129770992365
1195,"broccoli, pears, mandarin oranges",0.6984247331615753,0.011640412219359587,85.9076105858918
1196,"broccoli, pepper, olive oil, carrot, salt",1.6124840336134452,0.02687473389355742,37.20967076216246
1197,"broccoli, pepperoni pizza",7.493877551020408,0.12489795918367347,8.006535947712418
1198,"broccoli, pepperoni pizza, caesar salad",5.876190476190476,0.09793650793650793,10.21069692058347
1199,"broccoli, potatoes, grapes",1.5308080808080808,0.025513468013468012,39.19498515341471
1200,"broccoli, roasted potatoes, caesar salad, pepperoni pizza",4.834482758620689,0.08057471264367816,12.410841654778888
1201,"broccoli, salt, olive oil, mustard, onions, cranberries, vinegar, spinach (raw), apple",2.190482580645161,0.03650804301075269,27.391224440747777
1202,"broccoli, scrambled eggs",7.705178517851785,0.12841964196419642,7.786970783478757
1203,"broccoli, scrambled eggs, bacon",10.475824175824174,0.17459706959706958,5.727472988566035
1204,"broccoli, scrambled eggs, olive oil, yam",5.220773706896551,0.08701289511494252,11.492549451193613
1205,"broccoli, scrambled eggs, sweet potato",5.967856785714286,0.09946427976190476,10.053860565760656
1206,"broccoli, spinach (raw), carrot, chicken, goat cheese",20.143127493261456,0.33571879155435763,2.9786834254051158
1207,"broccoli, squash, zucchini",1.4666665606203368,0.024444442677005615,40.90909386699495
1208,"broccoli, strawberries",1.0221052631578946,0.017035087719298243,58.70236869207004
1209,"broccoli, strawberries, scrambled eggs",5.518807339449541,0.09198012232415902,10.871914221594215
1210,"broccoli, sweet potato",2.0620689655172413,0.03436781609195402,29.096989966555185
1211,"broccoli, tofu, corn on the cob, vinegar, lemon juice, shallots, salt, cherry tomatoes, pork, brown rice, onions, parsley, basil, caesar salad, olive oil, garlic, pepper, cheese pizza",8.100528628230617,0.13500881047051028,7.40692401121798
1212,"broccoli, white rice, chicken, salt, vinegar, ginger, spinach (raw), green beans, olive oil, soy sauce, garlic, green onions",26.131403448275865,0.43552339080459773,2.2960879280274082
1213,"broccoli, white rice, wheat berry, spinach (raw), zucchini, onions, arugula, garlic, salt, chicken breast, cherry tomatoes, pork, pepperoni pizza, parmesan cheese, parsley, rosemary, thyme, olive oil",15.112817061611375,0.2518802843601896,3.97014003116654
1214,"broccoli, yam, sweet potato, scrambled eggs, olive oil, bacon",6.91802565055762,0.11530042750929367,8.672994728656978
1215,"broccoli, zucchini, salt, olive oil, squash, turnips, pepper",1.070351111111111,0.017839185185185184,56.056371948561015
1216,brown rice,2.6,0.043333333333333335,23.076923076923077
1217,"brown rice, arugula, pepper, salmon, salt, thyme, olive oil, squash",12.676382608695652,0.21127304347826087,4.733211504585041
1218,"brown rice, arugula, salmon, cherry tomatoes, pepper, salt, broccoli, radishes, olive oil, thyme, cucumbers",8.478860000000001,0.14131433333333335,7.0764230096970575
1219,"brown rice, arugula, salmon, thyme, olive oil, pepper, salt",18.57067742409257,0.3095112904015428,3.230899909023207
1220,"brown rice, arugula, salt, pepper, thyme, salmon, olive oil",18.570677310382916,0.30951128850638193,3.2308999288062497
1221,"brown rice, arugula, wheat berry, pepper, salmon, salt, thyme, olive oil, squash",11.013951069518717,0.18356585115864527,5.447636331529649
1222,"brown rice, fish, shallots, honeydew melons, broccoli, lemon juice, parsley, pork, vinegar, cherry tomatoes, pepper, garlic, salt, country rice, basil, olive oil, onions, green onions",11.79487857142857,0.1965813095238095,5.08695359911051
1223,"brown rice, ginger, radishes, mustard, shallots, lime, chili, olive oil, blueberries, vinegar, spinach (raw), garlic, cilantro, salmon, onions, salt, lemon juice, jalapenos",16.378569461077845,0.27297615768463074,3.663323597496378
1224,"brown rice, ginger, vinegar, beef, salmon, spinach (cooked), millet, lime, onions, spinach (raw), jalapenos, bok choy, shallots, garlic, chili, cilantro, salt, lemon juice, olive oil",19.28243712871287,0.3213739521452145,3.111639861677852
1225,"brown rice, jalapenos, green beans, salmon, vinaigrette, olives, cilantro, lime, garlic, lemon juice, bell peppers, olive oil, feta cheese, spinach (raw), ginger, cherry tomatoes, shallots, chili, salt, lettuce, onions, cucumbers",9.907091044776118,0.16511818407960197,6.056268154680705
1226,"brown rice, pork, salt, vinegar, cherry tomatoes, pepper, basil, garlic, parsley, shallots, onions, broccoli, lemon juice, olive oil",20.55521147540984,0.34258685792349736,2.918967779620165
1227,"brown rice, quinoa, olive oil",3.77480945945946,0.062913490990991,15.894842016368104
1228,"brown rice, rosemary, olive oil, parsley, carrot, chive, salt, chicken, garlic, lemon juice, chard, basil",24.88219739130435,0.4147032898550725,2.4113625921546773
1229,"brown rice, squash, cucumbers, salmon, pepper, salt, thyme, olive oil, arugula",7.951765816326531,0.13252943027210884,7.545493841985168
1230,brussels sprouts,3.4,0.056666666666666664,17.647058823529413
1231,"brussels sprouts, almonds, cauliflower",7.09327399103139,0.11822123318385651,8.45871738154524
1232,"brussels sprouts, carrot",2.622222222222222,0.043703703703703696,22.881355932203395
1233,"brussels sprouts, carrot, almonds, apple",4.999530516431924,0.08332550860719873,12.00112686637243
1234,"brussels sprouts, carrot, corn on the cob, apple",1.8376086956521736,0.030626811594202892,32.65112977641075
1235,"brussels sprouts, honeydew melons, broccoli",1.9307692307692308,0.03217948717948718,31.07569721115538
1236,"brussels sprouts, olive oil, pepper, broccoli, salt",2.5150206896551723,0.04191701149425287,23.856662590010913
1237,"brussels sprouts, olive oil, pepper, salt",3.348093406593407,0.05580155677655678,17.9206469813064
1238,"brussels sprouts, onions, salt, tomatoes, bell peppers, garlic, pepper, millet, chicken, fried rice, jalapenos, spinach (raw), olive oil",11.907690322580644,0.19846150537634405,5.038760529925904
1239,"brussels sprouts, salt, pepper, olive oil",3.3480938838869463,0.05580156473144911,17.920644426596372
1240,"brussels sprouts, salt, tofu, pepper, olive oil",5.28638782051282,0.08810646367521366,11.349905083993542
1241,"brussels sprouts, sausage, hash browns, olive oil, pepper, salt, scrambled eggs",10.232881350482314,0.17054802250803858,5.86345115759326
1242,"brussels sprouts, scrambled eggs, olive oil, pepper, salt",8.422752968960864,0.14037921614934773,7.123561645593691
1243,"brussels sprouts, scrambled eggs, olive oil, pepper, sweet potato, salt",6.473566030534352,0.10789276717557253,9.26846188283143
1244,"brussels sprouts, tofu, salt, pepper, olive oil",6.406881506849314,0.10678135844748857,9.364930494790118
1245,"bulgur, parsley, cranberries, olive oil, mustard greens, shallots, chard, kale, arugula, lemon juice, garlic, avocado, apple, salt",2.822404678362573,0.04704007797270955,21.258468163682746
1246,"bulgur, salt, mustard greens, vinegar, lemon juice, basil, apple, cherry tomatoes, broccoli, shallots, olive oil, cranberries, parsley, pork, brown rice, arugula, onions, pepper, garlic",13.752353448275862,0.2292058908045977,4.362889611997445
1247,"butter, wheat berry, thyme, olive oil, rosemary, lemon juice, cheese pizza, shallots, garlic, salt, white wine, pepper, cream, mushroom, arugula, oregano, basil, chicken",16.799016129032257,0.27998360215053764,3.571637739921405
1248,"buttermilk, chicken, flour, lemon juice, thyme, vegetable oil, parsley, garlic, olive oil, brussels sprouts, pepper, roasted potatoes, turnips, salt",8.392111520737327,0.1398685253456221,7.149571338719344
1249,"cabbage, lime, garlic, lettuce, carrot, olive oil, parsley, vinegar, jalapenos, cherry tomatoes, salt, mixed greens, lemon juice, cucumbers, onions, mayonnaise, wheat berry, pork, pepper",12.40354471830986,0.20672574530516433,4.837326857977077
1250,"cabbage, pepper, wheat berry, pork, mayonnaise, jalapenos, pepperoni pizza, parsley, olive oil, lemon juice, garlic, caesar salad, carrot, salt",10.413948695652174,0.1735658115942029,5.761503321506665
1251,"caesar dressing, croutons, kale, corn on the cob, parmesan cheese",4.381164666666667,0.07301941111111111,13.694988562402052
1252,"caesar dressing, olive oil, pizza, kale, salt, croutons, parmesan cheese, eggplant",6.989062601626015,0.11648437669376692,8.584842262829484
1253,"caesar dressing, parmesan cheese, kale, croutons",6.199592307692307,0.10332653846153846,9.678055753045797
1254,"caesar dressing, squash, spinach (raw), cherry tomatoes, chicken breast, croutons, thyme, garlic, salt, kale, wheat berry, olive oil, parmesan cheese",11.8371984375,0.19728664062499998,5.06876693136454
1255,caesar salad,3.2,0.05333333333333334,18.75
1256,"caesar salad, bell peppers, spinach (cooked), roasted potatoes, lettuce, beef, cherry tomatoes, salt, feta cheese, vinegar, cucumbers, onions, olive oil, cheese pizza, shallots, vinaigrette, cauliflower, millet, bok choy, olives",6.558904207119741,0.10931507011866234,9.147869538156929
1257,"caesar salad, broccoli, cheese pizza, olive oil",5.851927822580645,0.09753213037634409,10.253031448624492
1258,"caesar salad, cantaloupe",1.7825503355704695,0.029709172259507824,33.659638554216876
1259,"caesar salad, cheese pizza",7.0386255391026005,0.11731042565171,8.524391540177003
1260,"caesar salad, cheese pizza, bok choy, sugar, garlic, soy sauce, salt, pepper, white rice, roasted potatoes, pork",6.963193532338309,0.11605322553897182,8.616735944699704
1261,"caesar salad, garlic, broccoli, zucchini, lime, olive oil, steak, squash, wheat berry, salt, cauliflower",12.460549597423512,0.2076758266237252,4.815196916547428
1262,"caesar salad, garlic, pepper, arugula, quinoa, brussels sprouts, pork, thyme, parsley, lemon juice, couscous, shallots, carrot, jalapenos, mayonnaise, wheat berry, olive oil, cabbage, salt",6.404754608294931,0.10674591013824886,9.36804041208585
1263,"caesar salad, green beans, cheese pizza, olive oil",6.896738095238095,0.1149456349206349,8.699764899210463
1264,"caesar salad, green onions, fried rice, country rice, olive oil, onions, squash, fish, salt, garlic",8.416460447761194,0.14027434079601991,7.128887537986374
1265,"caesar salad, jalapenos, pork, pepper, wheat berry, mayonnaise, brussels sprouts, carrot, garlic, cabbage, salt, parsley, lemon juice, olive oil",12.983050943396227,0.21638418238993712,4.621409887520986
1266,"caesar salad, lettuce, onions, cheese pizza, cucumbers, lime, vinegar, pepper, cherry tomatoes, salt, olive oil, mixed greens",4.43431294117647,0.0739052156862745,13.530844754515986
1267,"caesar salad, olive oil, green beans",2.772861635220126,0.0462143605870021,21.63829570069292
1268,"caesar salad, olive oil, onions, cheese pizza, zucchini, spinach (cooked), millet, shallots, bok choy, salt, beef, chayote squash, vinegar",5.837508349514564,0.09729180582524273,10.2783578896276
1269,"caesar salad, pepper, corn on the cob, lemon juice, parsley, olive oil, salt, cherry tomatoes, cheese pizza, pork, brown rice, vinegar, basil, onions, garlic, broccoli, shallots",8.11624275862069,0.13527071264367815,7.392583216694798
1270,"caesar salad, pepper, spinach (raw), squash, wheat berry, rosemary, lemon juice, pizza, parsley, garlic, green beans, thyme, olive oil, basil, zucchini, salt, chicken",14.650874509803922,0.24418124183006537,4.095318676018269
1271,"caesar salad, pepperoni pizza",6.357145594713657,0.10595242657856095,9.438198182828085
1272,"caesar salad, quinoa, jalapenos, pork, parsley, lemon juice, garlic, shallots, carrot, pepper, cherry tomatoes, mayonnaise, arugula, olive oil, wheat berry, thyme, brussels sprouts, cabbage, salt, couscous",6.037770752688172,0.10062951254480287,9.937442552499437
1273,"caesar salad, roasted potatoes, green beans, cheese pizza, olive oil",6.097281746031745,0.10162136243386242,9.840450630159811
1274,"caesar salad, salt, sugar, garlic, soy sauce, bok choy, white rice, pork, pepper",14.231153333333332,0.23718588888888886,4.216102419433796
1275,"caesar salad, vinegar, onions, shallots, pepper, broccoli, cherry tomatoes, cantaloupe, brown rice, pork, eggplant, basil, parsley, lemon juice, olive oil, garlic, salt",4.465980841121495,0.07443301401869158,13.434898655976506
1276,"caesar salad, walnuts, cheese pizza, salt, mustard, vinegar, blueberries, arugula, chard, olive oil, pepper, cauliflower",4.160346082949308,0.06933910138248847,14.4218771236131
1277,"caesar salad, wheat berry",3.5026315789473683,0.05837719298245614,17.129977460555974
1278,"caesar salad, wheat berry, broccoli",3.5119496855345917,0.05853249475890986,17.08452722063037
1279,cantaloupe,0.8,0.013333333333333334,75.0
1280,"cantaloupe, almonds, grapes, sausage",11.04022251610306,0.1840037086017177,5.434673070446282
1281,"cantaloupe, almonds, sausage, grapes",11.986769538461536,0.19977949230769226,5.005518776971566
1282,"cantaloupe, apple, cauliflower, almonds",7.555944289044287,0.12593240481740478,7.9407679179155375
1283,"cantaloupe, apple, white rice, carrot",0.8929775280898876,0.014882958801498126,67.19094054734194
1284,"cantaloupe, bacon",8.421052631578947,0.14035087719298245,7.125
1285,"cantaloupe, berries, raspberries",0.8292452830188679,0.013820754716981132,72.35494880546075
1286,"cantaloupe, berries, watermelon, pineapple",0.6638157894736841,0.011063596491228069,90.38652130822598
1287,"cantaloupe, broccoli, egg whites, olive oil, sweet potato",6.468478546712802,0.1078079757785467,9.275751564560917
1288,"cantaloupe, broccoli, salsa, egg whites, olive oil, sweet potato",5.838036858006043,0.09730061430010072,10.27742740570719
1289,"cantaloupe, cauliflower, carrot",0.955621301775148,0.01592702169625247,62.78637770897832
1290,"cantaloupe, cherry tomatoes",0.8684782608695654,0.014474637681159423,69.08635794743428
1291,"cantaloupe, cherry tomatoes, almonds, apple",4.445433173076923,0.07409055288461538,13.496997404748024
1292,"cantaloupe, corn on the cob, carrot, apple",0.8515625000000001,0.014192708333333335,70.45871559633026
1293,"cantaloupe, corn on the cob, carrot, cauliflower, apple",1.0896067415730335,0.01816011235955056,55.065738592420736
1294,"cantaloupe, deprecated, potatoes, yam",1.330188679245283,0.02216981132075472,45.1063829787234
1295,"cantaloupe, egg whites",7.707958823529412,0.12846598039215687,7.784161977726612
1296,"cantaloupe, grapes",0.7633838383838385,0.012723063973063975,78.59741978167382
1297,"cantaloupe, grapes, apple",0.5647887323943662,0.009413145539906104,106.23441396508727
1298,"cantaloupe, oatmeal, berries",1.457861635220126,0.02429769392033543,41.156169111302844
1299,"cantaloupe, olive oil, sweet potato",0.8892765363128491,0.014821275605214151,67.47057585571098
1300,"cantaloupe, raspberries, blackberries, mixed greens, roasted potatoes, granola, vinaigrette, berries",1.683425414364641,0.028057090239410682,35.641614702986544
1301,"cantaloupe, sausage, almonds, grapes",11.675785201793722,0.19459642002989538,5.138840682918897
1302,"cantaloupe, scrambled eggs",6.339784946236559,0.10566308243727598,9.4640434192673
1303,"cantaloupe, sweet potato, eggs, cauliflower",5.042153538461538,0.0840358923076923,11.899677299058846
1304,"cantaloupe, sweet potato, olive oil",0.9027374149659864,0.015045623582766439,66.46451006161155
1305,"cantaloupe, sweet potato, olive oil, broccoli",1.2394012875536482,0.02065668812589414,48.410470928611865
1306,"cantaloupe, sweet potato, olive oil, egg whites",7.248359670781893,0.12080599451303155,8.277734925580438
1307,"cantaloupe, vinaigrette, berries, blackberries, mixed greens, honeydew melons, granola, raspberries, succotash, roasted potatoes",2.4651249110320284,0.04108541518386714,24.33953741308829
1308,"cantaloupe, watermelon, sausage, scrambled eggs",9.193872144846797,0.15323120241411328,6.5260859684273775
1309,carrot,0.9,0.015000000000000001,66.66666666666667
1310,"carrot, almonds, corn on the cob, cauliflower",5.047348484848484,0.08412247474747474,11.887429643527206
1311,"carrot, apple, corn on the cob",1.1213937282229964,0.018689895470383276,53.504847129008205
1312,"carrot, beef, chicken, wheat berry, tofu, spinach (raw), vinegar, onions, thyme, olive oil, broccoli, salt, garlic, soy sauce, white rice, orange juice, parsley, kale, lemon juice, pepper, shallots, chili, green onions",19.812414444444443,0.3302069074074074,3.028404244633822
1313,"carrot, bell peppers, cherry tomatoes, brussels sprouts",1.7291666666666667,0.028819444444444446,34.69879518072289
1314,"carrot, bell peppers, chicken, onions, cherry tomatoes, olives",12.3470008,0.20578334666666667,4.8594797207755915
1315,"carrot, bell peppers, chicken, parmesan cheese, onions, cherry tomatoes, olives",14.166702517380184,0.23611170862300307,4.2352833996754
1316,"carrot, broccoli, cheese pizza, salt, zucchini, olive oil, squash, pepper",4.1846042780748665,0.0697434046345811,14.33827334985259
1317,"carrot, cantaloupe, cauliflower",1.2869767441860465,0.021449612403100775,46.62088904951211
1318,"carrot, cauliflower",1.3427807486631016,0.022379679144385028,44.68339307048984
1319,"carrot, cherry tomatoes, brussels sprouts",1.675,0.027916666666666666,35.82089552238806
1320,"carrot, cherry tomatoes, fish, chard, mushroom, wheat berry, ground turkey, thyme, bok choy, lemon juice, kale, arugula, salt, pecans, blueberries, mustard, eggs, corn on the cob, vinegar, cream, onions, celery, olive oil, parsley, chive, shallots, garlic, white rice",6.905162422360248,0.1150860403726708,8.689151149538269
1321,"carrot, chicken breast, tuna, cherry tomatoes, cheese pizza, bell peppers",15.730458045977011,0.2621743007662835,3.8142563824036078
1322,"carrot, chicken, basil, lemon juice, vinegar, pork, bok choy, parsley, salt, cucumbers, onions, sugar, mixed greens, caesar salad, garlic, cherry tomatoes, pepper, corn on the cob, brown rice, chard, white rice, olive oil, soy sauce, chive, rosemary, lettuce, cheese pizza, lime",8.589239800995026,0.14315399668325043,6.985484325754796
1323,"carrot, chicken, chard, vinegar, blueberries, mustard, olive oil, broccoli, pepper, white rice, cauliflower, green beans, arugula, spinach (raw), ginger, soy sauce, garlic, walnuts, green onions, salt",13.940773160173162,0.23234621933621938,4.303921978403006
1324,"carrot, chicken, onions, cherry tomatoes, olives",17.690164637002344,0.2948360772833724,3.391715183616697
1325,"carrot, chive, lime, salt, nopales, parsley, olive oil, jicama, arugula, sour cream, pepper, garlic, corn, fish",12.800981927710843,0.21334969879518073,4.687140434915808
1326,"carrot, cilantro, garlic, shallots, pepper, jalapenos, brown rice, vinegar, caesar salad, steak, olive oil, tatsoi, lemon juice, parsley, salt",9.504114788732394,0.15840191314553992,6.31305506443725
1327,"carrot, corn on the cob, cantaloupe, cherry tomatoes",1.5438127090301,0.025730211817168332,38.86481802426344
1328,"carrot, eggplant, salt, roasted potatoes, olive oil",1.3427523364485985,0.02237920560747664,44.68433855694642
1329,"carrot, garlic, salt, lemon juice, parsley, cabbage, squash, jalapenos, pork, wheat berry, olive oil, mayonnaise, pepper",7.394063975155279,0.12323439958592132,8.114617374370225
1330,"carrot, goat cheese, olive oil, broccoli, spinach (raw), chicken",17.964183413461537,0.29940305689102564,3.3399792586752786
1331,"carrot, grilled chicken, bell peppers, onions, cherry tomatoes, olives",8.532763817663817,0.14221273029439693,7.0317192977723115
1332,"carrot, grilled chicken, cherry tomatoes",11.891644386422977,0.19819407310704962,5.045559558483239
1333,"carrot, honeydew melons, pumpkin seeds, lettuce, mustard, salt, olive oil, arugula, vinegar, mixed greens",1.2722106666666666,0.02120351111111111,47.162000423409964
1334,"carrot, lemon juice, parsley, brown rice, olive oil, rosemary, corn on the cob, chard, basil, garlic, chicken, salt, chive",20.92179922077922,0.3486966536796537,2.867822187128576
1335,"carrot, lettuce, pumpkin seeds, salt, mustard, olive oil, vinegar, arugula, mixed greens",2.6060294642857142,0.04343382440476191,23.023530939411454
1336,"carrot, mayonnaise, pepper, tofu, pork, wheat berry, jalapenos, olive oil, brussels sprouts, lemon juice, salt, parsley, garlic, cabbage",10.425605714285714,0.17376009523809524,5.755061302364892
1337,"carrot, olive oil, couscous, salt, pepper, white rice",2.7966942386831275,0.04661157064471879,21.453900526591728
1338,"carrot, olive oil, lemon juice, cabbage, arugula, vinegar, pork, pepper, garlic, salt, chickpeas, brussels sprouts, mustard greens, parsley, jalapenos, mayonnaise, wheat berry",12.569895212765958,0.2094982535460993,4.773309481455671
1339,"carrot, olive oil, salt, pepper",0.8884781890093771,0.014807969816822952,67.53120193856188
1340,"carrot, olives",0.86,0.014333333333333333,69.76744186046511
1341,"carrot, parsley, salt, lemon juice, chive, garlic, olive oil, shallots, wheat berry, cherry tomatoes, tofu, pepper, fish, chard",7.6228378787878786,0.12704729797979797,7.871084359141679
1342,"carrot, pepper, olive oil, wheat berry, pork, jalapenos, mayonnaise, lemon juice, cabbage, parsley, salt, garlic",19.59332463768116,0.32655541062801935,3.062267435951641
1343,"carrot, pepper, sour cream, arugula, nopales, salt, garlic, fish, jicama, corn, olive oil, parsley, chive, cheese pizza, lime, caesar salad",6.853971144278607,0.11423285240464345,8.754049110651035
1344,"carrot, pineapple, salt, thyme, olive oil, arugula, brown rice, pepper, salmon",7.806233629893238,0.13010389383155396,7.686165037417743
1345,"carrot, salt, mustard, parsley, almonds, olive oil, blueberries, spinach (raw), vinegar",2.636893333333333,0.043948222222222215,22.754048956600446
1346,"carrot, salt, parsley, mustard, olive oil, almonds, vinegar, blueberries, spinach (raw)",2.6368926829268293,0.04394821138211382,22.754054569032657
1347,"carrot, salt, pepper, olive oil",0.8884779980040718,0.014807966633401197,67.53121645644288
1348,"carrot, salt, tofu, pepper, olive oil",5.801042105263158,0.0966840350877193,10.342969230573816
1349,"carrot, vinegar, olive oil, parsley, onions, mixed greens, garlic, bok choy, millet, beef, cherry tomatoes, shallots, eggplant, cucumbers, broccoli, salt, spinach (cooked)",9.25829647887324,0.154304941314554,6.480673862293743
1350,cauliflower,1.8,0.030000000000000002,33.333333333333336
1351,"cauliflower, apple, broccoli",1.3048295454545455,0.02174715909090909,45.98301763553233
1352,"cauliflower, apple, carrot, corn on the cob",1.1409356725146198,0.01901559454191033,52.588416196822145
1353,"cauliflower, avocado",1.857286432160804,0.030954773869346735,32.3051948051948
1354,"cauliflower, bell peppers, quinoa, cucumbers, onions, lettuce, olive oil, feta cheese, cherry tomatoes, vinaigrette, olives",2.253523157894737,0.03755871929824561,26.624976002488737
1355,"cauliflower, cantaloupe, corn on the cob",1.870142180094787,0.03116903633491312,32.08312214901165
1356,"cauliflower, carrot, corn on the cob, cantaloupe, cherry tomatoes",1.3201634877384194,0.022002724795640322,45.44891640866874
1357,"cauliflower, croutons, sunflower seeds, garlic, onions, tofu, parmesan cheese, spinach (raw), caesar dressing, olive oil, mustard, kale, lemon juice, broccoli, carrot, salt, mixed greens, pears, cherry tomatoes, squash, vinegar, cranberries, cheese pizza, raisins",5.634729836829837,0.09391216394716394,10.648247873008351
1358,"cauliflower, eggplant, salt, olive oil",1.404467661691542,0.023407794361525697,42.7208127581492
1359,"cauliflower, garlic, spinach (raw), parmesan cheese, wheat berry, chickpeas, pepper, chicken breast, cherry tomatoes, thyme, lemon juice, olive oil, parsley, kale, bulgur, salt",6.838145599999999,0.11396909333333331,8.774308637125248
1360,"cauliflower, lime, steak, wheat berry, squash, olive oil, zucchini, salt, broccoli, garlic, caesar salad",7.671449224806201,0.12785748708010336,7.821207993658557
1361,"cauliflower, olive oil, salt, eggplant",1.3671734082397005,0.022786223470661674,43.88616662552909
1362,"cauliflower, orange, berries, pears",0.7550607287449392,0.012584345479082321,79.46380697050938
1363,"cauliflower, quinoa, pears, shallots, mixed greens, thyme, onions, mustard, arugula, vinegar, cherry tomatoes, salt, garlic, olive oil, parsley, lemon juice",2.3263610810810813,0.038772684684684686,25.79135306549981
1364,"cauliflower, steak, chicken",19.54108527131783,0.3256847545219638,3.070453824182799
1365,"cauliflower, tomatoes, almonds",6.189221556886228,0.10315369261477046,9.694272445820433
1366,"cauliflower, vinegar, steak, green beans, wheat berry, olive oil, soy sauce, broccoli, garlic, white rice, chicken, tofu, ginger, spinach (raw), lime, salt, green onions",20.315135483870968,0.33858559139784944,2.953462951189102
1367,"cauliflower, wheat berry, steak, pepperoni pizza, olive oil, garlic, lime, salt",15.796598467432949,0.2632766411238825,3.7982860755560113
1368,celery,0.7000000000000001,0.011666666666666667,85.71428571428571
1369,"celery root, salt, broccoli, mustard, onions, olive oil, cranberries, vinegar, arugula",2.146390909090909,0.035773181818181815,27.95390147520362
